Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
33.0,Female,45.9,1.5,189.0,144.0,62.0,0.92,662.0,Yoga,29.8,1.7,3.0,1.0,20.4,3.0,0.0,283.312,113.325,75.55,2266.498,Theory Rice,Snack,Paleo,34.5,1457,76,242,Baked,27,82,3.0,0,Lunges,4.0,20.0,Burns fat quickly,258.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,65.2,1.63,167.0,121.0,53.0,1.12,610.0,HIIT,25.4,2.0,3.0,2.0,24.54,3.0,0.0,245.062,98.025,65.35,1960.498,Business Curry,Breakfast,Vegan,21.7,1742,14,150,Fried,11,45,1.8,0,Lunges,3.0,14.0,Burns fat quickly,253.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Female,56.3,1.79,193.0,141.0,59.0,1.52,964.0,Strength,16.5,2.7,5.0,3.0,17.57,3.0,1.0,355.137,142.055,94.703,2841.095,Congress Stew,Lunch,Keto,47.5,1203,171,217,Fried,12,14,4.6,0,Push Ups,4.0,14.0,Burns fat quickly,230.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,90.0,1.7,168.0,124.0,74.0,0.81,497.0,Cardio,22.9,2.7,2.0,1.0,31.14,4.0,3.0,304.085,121.634,81.089,2432.677,Effort Sandwich,Breakfast,Vegetarian,40.8,1596,57,106,Raw,7,14,3.0,0,Burpees,3.0,17.0,Burns fat quickly,265.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Female,60.0,1.7,179.0,123.0,52.0,1.97,1212.0,Strength,19.1,2.7,5.0,3.0,20.76,4.0,4.0,392.469,156.988,104.658,3139.75,Likely Curry,Snack,Paleo,37.9,2167,92,370,Grilled,53,41,4.1,0,Bench Press,4.0,15.0,Burns fat quickly,245.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,51.5,1.71,199.0,155.0,64.0,1.48,1136.0,Yoga,20.9,2.9,2.0,1.0,17.61,3.0,0.0,274.312,109.725,73.15,2194.498,Lawyer Pasta,Breakfast,Vegetarian,21.6,2038,60,258,Steamed,45,43,3.8,0,Bicep Curls,3.0,20.0,Burns fat quickly,234.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Female,63.1,1.64,184.0,125.0,51.0,1.54,962.0,Cardio,19.0,2.7,4.0,3.0,23.46,4.0,0.0,264.75,105.9,70.6,2118.0,Argue Sandwich,Breakfast,Low-Carb,15.9,2408,234,473,Raw,25,25,1.6,0,Bicep Curls,3.0,14.0,Burns fat quickly,253.62,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Male,91.5,1.77,178.0,140.0,74.0,0.8,616.0,Yoga,26.7,3.4,2.0,1.0,29.21,3.0,1.0,224.77,89.908,59.939,1798.163,Foreign Stew,Dinner,Low-Carb,39.0,1804,221,341,Fried,54,61,4.4,0,Bench Press,4.0,12.0,Burns fat quickly,257.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Male,48.7,1.67,164.0,132.0,74.0,1.39,1009.0,Yoga,27.3,3.0,2.0,1.0,17.46,3.0,0.0,290.062,116.025,77.35,2320.498,Do Pasta,Breakfast,Balanced,4.0,2358,293,275,Steamed,23,90,4.1,0,Plank,4.0,15.0,Burns fat quickly,229.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,57.8,1.56,170.0,156.0,66.0,1.35,1053.0,Yoga,29.3,1.6,3.0,2.0,23.75,4.0,0.0,196.35,78.54,52.36,1570.8,Everybody Soup,Breakfast,Balanced,46.9,1439,67,423,Fried,55,13,4.0,0,Plank,4.0,17.0,Burns fat quickly,234.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
24.0,Female,42.0,1.75,174.0,144.0,55.0,0.83,598.0,Strength,31.8,2.3,3.0,1.0,13.71,3.0,1.0,224.125,89.65,59.767,1793.003,Break Pasta,Snack,Balanced,24.1,1922,79,348,Roasted,23,21,1.1,0,Burpees,4.0,12.0,Burns fat quickly,252.4,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,128.4,1.92,167.0,145.0,57.0,0.63,502.0,Cardio,26.1,2.0,2.0,1.0,34.83,3.0,0.0,203.85,81.54,54.36,1630.8,So Soup,Snack,Paleo,4.3,1229,7,443,Fried,26,82,4.8,0,Bench Press,4.0,19.0,Burns fat quickly,250.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,74.2,1.57,178.0,158.0,52.0,1.47,1161.0,Cardio,32.7,2.4,3.0,1.0,30.1,3.0,1.0,279.512,111.805,74.536,2236.092,Develop Wrap,Snack,Keto,30.7,95,108,161,Steamed,7,69,2.9,0,Bicep Curls,3.0,16.0,Burns fat quickly,248.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,89.6,1.68,182.0,139.0,74.0,1.79,1232.0,Cardio,12.2,3.5,5.0,3.0,31.75,3.0,0.0,206.438,82.575,55.05,1651.502,Begin Sandwich,Dinner,Low-Carb,34.7,1688,298,336,Roasted,7,40,1.8,0,Lunges,4.0,17.0,Burns fat quickly,257.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Male,125.9,2.0,186.0,152.0,67.0,1.36,1137.0,Strength,24.7,3.1,4.0,2.0,31.48,2.0,0.0,191.288,76.515,51.01,1530.302,Else Stew,Lunch,Vegetarian,43.1,1038,265,100,Steamed,13,116,4.9,0,Squats,3.0,17.0,Burns fat quickly,255.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,105.5,1.99,199.0,133.0,71.0,0.81,593.0,HIIT,26.4,2.5,2.0,1.0,26.64,4.0,0.0,183.975,73.59,49.06,1471.8,Try Rice,Breakfast,Low-Carb,35.7,443,95,308,Fried,48,39,4.3,0,Push Ups,4.0,16.0,Burns fat quickly,237.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Male,93.4,1.7,191.0,155.0,50.0,1.1,938.0,Strength,21.1,2.5,4.0,2.0,32.32,3.0,0.0,202.912,81.165,54.11,1623.298,Southern Stew,Lunch,Keto,9.6,120,7,313,Fried,27,104,4.9,0,Plank,3.0,17.0,Burns fat quickly,247.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Male,82.1,1.84,185.0,136.0,65.0,1.37,922.0,Strength,24.4,3.4,4.0,2.0,24.25,3.0,0.0,232.725,93.09,62.06,1861.8,Open Soup,Lunch,Low-Carb,16.7,590,232,239,Boiled,60,75,3.0,1,Leg Press,3.0,14.0,Burns fat quickly,265.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Female,42.9,1.69,186.0,140.0,56.0,0.9,567.0,Yoga,34.7,2.4,2.0,1.0,15.02,3.0,1.0,230.141,92.056,61.371,1841.127,Month Sandwich,Dinner,Vegan,25.6,2499,89,164,Raw,10,52,1.7,0,Squats,3.0,13.0,Burns fat quickly,257.58000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Male,128.4,1.68,178.0,165.0,52.0,1.13,923.0,Cardio,20.4,2.6,4.0,2.0,45.49,3.0,0.0,220.875,88.35,58.9,1767.0,Drug Sandwich,Snack,Balanced,27.9,952,159,153,Roasted,10,18,1.3,0,Burpees,3.0,19.0,Burns fat quickly,258.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Male,112.4,1.96,188.0,135.0,72.0,1.42,1054.0,Cardio,23.2,2.5,2.0,1.0,29.26,2.0,0.0,215.85,86.34,57.56,1726.8,Stuff Wrap,Lunch,Vegan,0.2,540,255,428,Fried,57,68,3.4,0,Leg Press,3.0,19.0,Burns fat quickly,260.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Female,77.7,1.79,198.0,165.0,53.0,1.41,1047.0,HIIT,28.1,2.2,3.0,1.0,24.25,2.0,0.0,210.938,84.375,56.25,1687.502,Southern Pasta,Dinner,Balanced,29.0,1737,140,486,Boiled,54,111,4.2,0,Bicep Curls,4.0,16.0,Burns fat quickly,232.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,89.3,1.99,192.0,135.0,58.0,1.4,936.0,HIIT,26.3,2.0,4.0,2.0,22.55,3.0,1.0,322.48,128.992,85.995,2579.843,Particular Rice,Snack,Vegan,6.7,2426,247,100,Steamed,60,50,1.9,0,Push Ups,4.0,16.0,Burns fat quickly,253.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
51.0,Female,70.3,1.55,178.0,139.0,54.0,1.4,876.0,Yoga,26.1,1.6,3.0,1.0,29.26,3.0,0.0,180.6,72.24,48.16,1444.8,Pick Pasta,Snack,Vegan,10.8,1599,137,127,Steamed,45,31,3.4,0,Deadlift,3.0,17.0,Burns fat quickly,251.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Female,59.1,1.72,196.0,148.0,68.0,1.07,792.0,Cardio,31.3,1.7,3.0,2.0,19.98,2.0,0.0,243.938,97.575,65.05,1951.502,Old Wrap,Lunch,Keto,7.6,425,208,346,Boiled,15,44,4.1,0,Plank,4.0,15.0,Burns fat quickly,249.82,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Female,49.9,1.69,178.0,147.0,64.0,1.48,979.0,HIIT,26.0,1.7,3.0,2.0,17.47,2.0,0.0,249.188,99.675,66.45,1993.502,Level Soup,Lunch,Balanced,15.4,424,199,371,Grilled,46,56,2.7,0,Plank,4.0,15.0,Burns fat quickly,242.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,101.7,1.67,192.0,127.0,57.0,0.53,333.0,HIIT,20.9,2.9,2.0,1.0,36.47,3.0,0.0,312.75,125.1,83.4,2502.0,Decision Pasta,Dinner,Vegetarian,5.6,60,183,270,Roasted,37,67,3.5,1,Plank,4.0,20.0,Burns fat quickly,271.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,93.0,1.91,175.0,143.0,55.0,1.03,729.0,Cardio,27.3,3.7,3.0,2.0,25.49,3.0,2.0,243.689,97.476,64.984,1949.516,Remain Stew,Lunch,Balanced,20.1,414,70,360,Baked,41,112,4.2,0,Bicep Curls,4.0,18.0,Burns fat quickly,264.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,87.4,1.6,182.0,122.0,67.0,0.77,465.0,Strength,23.2,3.1,2.0,1.0,34.14,2.0,3.0,382.465,152.986,101.991,3059.723,Doctor Stew,Snack,Low-Carb,20.1,839,121,241,Raw,48,111,1.2,0,Push Ups,3.0,16.0,Burns fat quickly,261.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,55.1,1.61,166.0,144.0,68.0,1.62,1166.0,HIIT,19.9,2.7,4.0,3.0,21.26,4.0,0.0,194.1,77.64,51.76,1552.8,Green Wrap,Snack,Vegetarian,24.6,809,27,299,Roasted,58,97,4.6,0,Push Ups,4.0,16.0,Burns fat quickly,227.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
36.0,Male,123.7,1.69,185.0,138.0,73.0,1.3,987.0,Cardio,20.4,2.1,4.0,2.0,43.31,3.0,0.0,305.062,122.025,81.35,2440.498,White Rice,Snack,Low-Carb,37.3,1418,127,486,Steamed,13,34,5.0,0,Bench Press,4.0,18.0,Burns fat quickly,248.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Female,61.3,1.57,191.0,152.0,64.0,1.94,1474.0,HIIT,17.2,2.7,4.0,3.0,24.87,3.0,0.0,246.375,98.55,65.7,1971.0,Carry Salad,Breakfast,Vegetarian,3.6,1935,217,195,Steamed,55,10,1.2,0,Bicep Curls,3.0,16.0,Burns fat quickly,252.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,72.3,1.94,171.0,121.0,56.0,1.46,874.0,Yoga,21.1,2.9,3.0,2.0,19.21,3.0,1.0,200.707,80.283,53.522,1605.658,Attention Wrap,Lunch,Vegan,44.4,1941,185,470,Boiled,56,50,4.1,0,Push Ups,4.0,17.0,Burns fat quickly,263.46000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,69.2,1.53,167.0,134.0,59.0,1.36,911.0,HIIT,28.5,2.1,2.0,1.0,29.56,2.0,0.0,270.75,108.3,72.2,2166.0,Character Soup,Breakfast,Balanced,40.3,1840,166,335,Boiled,48,59,1.1,0,Push Ups,3.0,13.0,Burns fat quickly,237.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,81.4,1.61,164.0,141.0,55.0,1.14,796.0,Cardio,30.0,2.2,4.0,2.0,31.4,3.0,4.0,305.841,122.336,81.557,2446.721,Develop Pasta,Breakfast,Low-Carb,31.5,2187,137,273,Fried,8,31,2.5,0,Push Ups,4.0,18.0,Burns fat quickly,266.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Male,84.8,1.86,187.0,129.0,63.0,1.85,1181.0,HIIT,14.4,3.5,5.0,3.0,24.51,4.0,0.0,248.1,99.24,66.16,1984.8,Term Salad,Dinner,Keto,14.5,1880,224,347,Roasted,57,80,4.6,1,Deadlift,4.0,14.0,Burns fat quickly,261.96000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Male,55.1,1.72,164.0,137.0,66.0,1.43,970.0,Yoga,20.5,3.6,3.0,2.0,18.62,3.0,0.0,304.125,121.65,81.1,2433.0,Follow Sandwich,Snack,Low-Carb,38.7,642,77,417,Fried,35,11,3.5,0,Bicep Curls,4.0,13.0,Burns fat quickly,245.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Female,59.0,1.78,185.0,141.0,58.0,1.67,1177.0,Yoga,17.8,2.7,5.0,3.0,18.62,2.0,0.0,281.438,112.575,75.05,2251.502,Drug Soup,Lunch,Keto,12.7,2233,54,287,Steamed,52,45,3.8,1,Plank,4.0,14.0,Burns fat quickly,240.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,64.9,1.51,164.0,165.0,68.0,1.83,1359.0,HIIT,18.2,2.7,4.0,3.0,28.46,4.0,0.0,213.412,85.365,56.91,1707.298,Relate Sandwich,Dinner,Balanced,28.9,1379,204,380,Roasted,58,7,3.6,0,Squats,4.0,18.0,Burns fat quickly,240.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Male,109.7,1.75,181.0,168.0,54.0,1.01,840.0,HIIT,22.1,2.7,2.0,1.0,35.82,3.0,4.0,401.672,160.669,107.112,3213.372,These Salad,Breakfast,Low-Carb,16.3,2221,219,324,Steamed,17,84,3.3,0,Bench Press,3.0,18.0,Burns fat quickly,250.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,78.4,1.9,174.0,146.0,72.0,0.81,585.0,Yoga,21.5,3.7,2.0,1.0,21.72,4.0,4.0,387.125,154.85,103.233,3096.997,Build Sandwich,Breakfast,Low-Carb,38.1,1353,146,437,Fried,22,67,3.5,0,Lunges,3.0,12.0,Burns fat quickly,237.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Female,76.7,1.79,172.0,132.0,56.0,1.4,832.0,Yoga,34.0,2.0,4.0,2.0,23.94,3.0,0.0,291.75,116.7,77.8,2334.0,Line Salad,Breakfast,Paleo,22.6,801,90,389,Fried,6,37,4.8,0,Lunges,4.0,13.0,Burns fat quickly,240.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Female,63.1,1.61,187.0,152.0,68.0,1.0,684.0,Strength,34.7,2.2,4.0,2.0,24.34,4.0,0.0,255.375,102.15,68.1,2043.0,Yourself Salad,Dinner,Low-Carb,32.3,1742,31,278,Steamed,20,91,2.9,0,Deadlift,3.0,13.0,Burns fat quickly,268.62,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Female,62.9,1.58,192.0,124.0,69.0,1.98,1105.0,Strength,20.0,2.7,4.0,3.0,25.2,4.0,0.0,233.1,93.24,62.16,1864.8,Sing Salad,Lunch,Vegetarian,14.7,159,120,452,Steamed,53,81,4.9,0,Bicep Curls,3.0,20.0,Burns fat quickly,251.58,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,85.6,1.74,182.0,145.0,56.0,1.84,1321.0,Yoga,13.9,3.5,4.0,3.0,28.27,3.0,0.0,255.0,102.0,68.0,2040.0,Economy Salad,Snack,Vegetarian,5.7,842,292,376,Roasted,36,53,2.1,0,Deadlift,4.0,18.0,Burns fat quickly,259.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Female,66.3,1.57,192.0,132.0,73.0,1.25,742.0,HIIT,31.6,1.6,2.0,1.0,26.9,2.0,0.0,250.125,100.05,66.7,2001.0,Maintain Soup,Lunch,Keto,28.5,690,69,486,Fried,28,104,5.0,0,Mountain Climbers,3.0,13.0,Burns fat quickly,253.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Male,61.3,1.97,177.0,146.0,51.0,1.37,1100.0,Cardio,23.5,2.8,3.0,1.0,15.8,3.0,0.0,222.938,89.175,59.45,1783.502,Share Salad,Breakfast,Paleo,20.2,1127,23,335,Steamed,38,69,2.9,0,Leg Press,4.0,20.0,Burns fat quickly,259.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Female,44.1,1.65,189.0,133.0,74.0,1.16,694.0,HIIT,26.7,1.8,4.0,2.0,16.2,3.0,0.0,265.688,106.275,70.85,2125.502,Serious Rice,Breakfast,Balanced,9.5,1314,179,218,Roasted,38,19,1.8,1,Push Ups,4.0,15.0,Burns fat quickly,257.82,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Male,63.8,1.62,185.0,143.0,72.0,1.3,1022.0,HIIT,20.8,3.4,2.0,1.0,24.31,3.0,0.0,257.438,102.975,68.65,2059.502,Mention Sandwich,Breakfast,Paleo,9.8,1106,200,449,Grilled,9,113,4.2,0,Bicep Curls,4.0,14.0,Burns fat quickly,230.76,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Female,55.4,1.55,175.0,122.0,65.0,1.85,1016.0,Strength,18.5,2.7,4.0,3.0,23.06,3.0,0.0,230.662,92.265,61.51,1845.298,Land Salad,Snack,Keto,25.3,753,234,140,Raw,17,64,4.4,0,Leg Press,3.0,16.0,Burns fat quickly,261.08000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,74.7,1.58,172.0,166.0,62.0,1.04,863.0,Strength,32.8,2.4,3.0,2.0,29.92,4.0,0.0,255.75,102.3,68.2,2046.0,You Sandwich,Dinner,Vegetarian,23.1,1520,140,451,Steamed,38,49,3.4,0,Push Ups,4.0,20.0,Burns fat quickly,235.94,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Female,78.0,1.67,198.0,168.0,57.0,1.13,949.0,Strength,33.3,2.5,4.0,2.0,27.97,2.0,4.0,438.781,175.513,117.008,3510.248,History Curry,Dinner,Low-Carb,43.1,299,9,348,Roasted,31,55,1.3,0,Leg Press,4.0,16.0,Burns fat quickly,234.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Female,57.5,1.67,192.0,149.0,55.0,1.14,764.0,Yoga,34.1,2.4,2.0,1.0,20.62,3.0,0.0,212.25,84.9,56.6,1698.0,Size Stew,Dinner,Balanced,6.5,1391,286,365,Grilled,49,96,3.9,0,Bench Press,4.0,19.0,Burns fat quickly,237.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Female,60.7,1.73,185.0,154.0,55.0,1.03,714.0,Yoga,33.8,2.5,3.0,2.0,20.28,4.0,1.0,365.879,146.352,97.568,2927.036,Employee Rice,Dinner,Paleo,7.0,2205,255,373,Steamed,52,85,2.8,0,Lunges,4.0,19.0,Burns fat quickly,263.14,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Male,69.0,1.74,160.0,167.0,58.0,1.48,1223.0,HIIT,30.0,2.3,3.0,2.0,22.79,3.0,4.0,307.859,123.144,82.096,2462.876,Center Rice,Snack,Vegan,48.7,1472,209,254,Fried,44,94,3.8,0,Squats,4.0,18.0,Burns fat quickly,244.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,75.8,1.78,197.0,133.0,53.0,1.42,944.0,HIIT,27.4,2.0,4.0,2.0,23.92,4.0,0.0,250.312,100.125,66.75,2002.498,Know Stew,Snack,Vegan,15.1,375,278,254,Grilled,35,113,2.4,0,Bicep Curls,4.0,17.0,Burns fat quickly,263.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Female,75.7,1.63,161.0,131.0,60.0,0.69,407.0,Cardio,32.6,2.3,3.0,1.0,28.49,3.0,0.0,181.912,72.765,48.51,1455.298,Inside Pasta,Lunch,Vegetarian,28.0,1119,176,488,Grilled,24,117,3.9,0,Squats,3.0,18.0,Burns fat quickly,241.14,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Female,71.2,1.64,165.0,147.0,54.0,1.42,939.0,HIIT,30.9,2.3,3.0,2.0,26.47,3.0,0.0,183.788,73.515,49.01,1470.302,Party Sandwich,Breakfast,Vegetarian,1.2,2308,213,387,Roasted,42,10,4.8,1,Squats,3.0,14.0,Burns fat quickly,262.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Male,85.0,1.68,197.0,163.0,74.0,1.82,1468.0,HIIT,11.3,3.5,4.0,3.0,30.12,3.0,2.0,230.611,92.244,61.496,1844.884,Us Sandwich,Breakfast,Vegetarian,21.0,1580,181,136,Grilled,57,119,3.0,0,Squats,4.0,17.0,Burns fat quickly,237.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Female,63.6,1.56,183.0,148.0,66.0,1.22,903.0,Strength,34.8,2.4,2.0,1.0,26.13,3.0,0.0,159.788,63.915,42.61,1278.302,Young Rice,Breakfast,Keto,5.1,1871,79,147,Grilled,16,77,2.8,0,Plank,4.0,18.0,Burns fat quickly,259.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Male,73.2,1.94,177.0,162.0,69.0,0.81,722.0,Strength,29.0,2.4,2.0,1.0,19.45,2.0,0.0,198.188,79.275,52.85,1585.502,Themselves Sandwich,Lunch,Low-Carb,41.0,2079,2,170,Raw,39,17,1.3,0,Mountain Climbers,3.0,14.0,Burns fat quickly,237.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Female,48.3,1.52,186.0,136.0,56.0,0.96,653.0,Strength,26.3,1.6,2.0,1.0,20.91,3.0,0.0,177.038,70.815,47.21,1416.302,Phone Curry,Breakfast,Vegan,9.6,2033,171,245,Raw,20,65,4.2,0,Push Ups,4.0,16.0,Burns fat quickly,256.66,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Female,42.8,1.78,167.0,159.0,64.0,1.49,1066.0,Strength,25.3,2.6,3.0,2.0,13.51,3.0,1.0,208.656,83.462,55.642,1669.25,Production Salad,Snack,Vegan,16.1,446,84,234,Baked,26,105,3.9,0,Plank,3.0,16.0,Burns fat quickly,250.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Male,88.1,1.76,187.0,168.0,74.0,1.35,1123.0,Strength,26.9,3.0,3.0,2.0,28.44,4.0,0.0,292.5,117.0,78.0,2340.0,Again Salad,Dinner,Balanced,20.4,1557,295,494,Steamed,14,27,2.5,0,Leg Press,3.0,16.0,Burns fat quickly,270.62,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Female,72.4,1.75,169.0,140.0,64.0,1.2,840.0,Cardio,31.0,1.7,4.0,2.0,23.64,2.0,0.0,164.662,65.865,43.91,1317.298,Door Soup,Lunch,Vegan,6.4,1701,300,402,Baked,24,9,3.0,0,Deadlift,3.0,17.0,Burns fat quickly,236.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,73.2,1.88,176.0,142.0,63.0,1.17,822.0,Cardio,29.4,3.3,3.0,1.0,20.71,2.0,2.0,332.523,133.009,88.673,2660.185,Develop Pasta,Lunch,Vegan,16.1,1523,19,211,Roasted,10,89,4.1,1,Plank,3.0,17.0,Burns fat quickly,269.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Male,110.5,1.86,188.0,139.0,62.0,1.42,1086.0,Cardio,22.3,3.6,2.0,1.0,31.94,3.0,0.0,235.688,94.275,62.85,1885.502,Firm Sandwich,Dinner,Paleo,23.7,2424,260,474,Raw,26,82,2.0,0,Push Ups,3.0,17.0,Burns fat quickly,271.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Female,46.1,1.76,165.0,130.0,60.0,1.44,842.0,Strength,25.8,1.7,3.0,2.0,14.88,3.0,0.0,194.662,77.865,51.91,1557.298,Production Pasta,Snack,Vegetarian,16.9,1658,11,288,Raw,12,53,3.2,0,Deadlift,3.0,17.0,Burns fat quickly,237.22,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,90.8,1.71,173.0,153.0,62.0,1.07,810.0,Yoga,22.6,3.4,4.0,2.0,31.05,3.0,0.0,257.625,103.05,68.7,2061.0,Present Stew,Dinner,Vegetarian,6.4,2326,47,177,Baked,60,6,4.8,0,Leg Press,4.0,15.0,Burns fat quickly,246.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Female,59.3,1.51,181.0,129.0,71.0,1.7,1096.0,Strength,15.1,2.7,5.0,3.0,26.01,4.0,0.0,180.6,72.24,48.16,1444.8,Too Salad,Breakfast,Low-Carb,43.4,1536,80,128,Fried,60,40,4.3,0,Burpees,3.0,14.0,Burns fat quickly,254.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Female,45.1,1.73,165.0,129.0,73.0,0.83,482.0,Strength,25.4,2.6,3.0,1.0,15.07,3.0,2.0,303.752,121.501,81.0,2430.012,Test Sandwich,Lunch,Keto,32.0,2295,170,116,Roasted,46,7,1.9,0,Plank,3.0,13.0,Burns fat quickly,264.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
